text,Beauty,Education,Fashion,Finance,Food,Gamers,Gigs Worker,Health,Homedecor,Kpop,Lifestyle,Music,Otomotif,Parenting,Politik,Reviewer,Sport,Technology,Traveling
beberapa ekspresi tiap kamu beres nyusu bikin mama melting dan makin semangat buat nyusuin raffa_raqqila_razaana,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
asibooster asiboostermomuung menyusuiitumudah menyusuiituhappy stokasip stokasipmomuung asibooster,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pasir mayang beach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ini dia yang baru garuda rosta jagung bakar manis dari kacang_garuda cemilan enak tanpa rasa bersalah karena garuda rosta dipanggang tidak digoreng rasanya enak banget garing gituhh ga ada minyaknya sama sekali lohh garudarosta enaktanparasabersalah dipanggangtidakdigoreng lebihberasaadagaruda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kapan kapan ngopi bareng yuk,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
selamat pagi dunia tipu tipu,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
kalian suka gak pd karena ketiak yang gelap,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
don t worry karena sekarang udah ada dove ultimate repair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
karena awalnya penasaran banget buat nyobain superior skincare di ketiak deodorant terbaru dari dove dengan kandungan face serum vitamin b3 yang lagi viral dibahas influencer karena bisa menyamarkan noda gelap di ketiak,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baru kali ini lho aku nemuin deodorant yang ada face serumnya ketiak jadi ikut skincare an deh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skincareinadeodorant,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bonus jalan2 sore tadi melihat pelangi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pas berangkat belum hujan cuma mendung sampai di danau sudah gerimis ya sudah payungan aja sambil lihat indahnya pelangi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
barakalloh anakku sayang selamat ulang tahun ya,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
papa mama sayang sekali denganmu semoga segala keberkahan selalu menyertai setiap perjalanan kehidupanmu amiinn,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sekarang banyak banget produk yang ngaku ngaku bisa buat cegah covid 19 tapi yakin udah ada penelitiannya terus ada nggak yang aman masuk ke mulut,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
gausah khawatir lagi guys buat nyegah virus masuk lewat mulut perlu banget antiseptik mulut karena perlindungan ngga cukup di luar doang,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
setau aku ada nih antiseptik mulut satu satunya yang dapet ijin bpom di indonesia yaitu cooling v produk ini sudah teruji sehingga aman buat masuk mulut plus ada di guidance who buat cegah corona cooling v ini bisa disemprot ke masker juga ya,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
risoles crispy x sambelcapjempol,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
menu wajib untuk buka puasa dirumah ya risoles crispy favorit aqu dan suami nih selain bikinnya mudah bahan2 nya juga mudah di dapat,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guys kalian harus tau nih kalau sambel cap jempol sangat cocok untuk berbagai macam makanan loh,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bukbersambelcapjempol sambelcapjempol sambelasli sambelcapibujarijempol,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
supermi nutrimi rasa steak ayam baru nih menu buka puasa aku tadi rasanya enak dan baik,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
supermi nutrimi produk pilihan mi instan yang lebih sehat lebih enak dan lebih baik no kompromi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kamu bisa dapet enaknya dapet baiknya,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enaknya rasa steak ayam dan baiknya mi yang terbuat dari brokoli plus dilengkapi topping jagung dan wortel ditambah rasa gurih dengan kaldu jamur yang lebih baik,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
menjadikan supermi nutrimi produk yang sehat,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nutriminokompromi ramadannokompromi supermi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oiya tapi jangan lupa ya untuk tetap menjaga kebersihan kita dengan selalu menggunakan masker dan hand sanitizer pastinya,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
nah aku mau rekomendasi ke kalian nih hand sanitizer yang bagus banget yaitu handy clean dari kalbe,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
handy clean hadir untuk menjaga anda dan keluarga dengan kandungan alkohol 70 aman untuk kulit sensitif dan diperkaya kandungan aloe vera dengan vitamin e yang memberikan double moisturizer formula ekstra lembut tidak lengket di tangan dengan wangi lavender yang tahan lama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
handyclean id,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
adaaa kah pejuang jerawat dan bruntusan disini wow gaboleh di skip nih guys,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
selama kulit aku breakout bruntusan dan jerawat tuh bandel bgt solusi aku dari dulu paki dewidewibeauty sabun jerawat iniiii dari awal pake sampe skrg selalu excited sama hasil pakai nya,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
karena mengandung ekstrak daun pegagan tamanu oil dan salicylic acid jadi ampuh bgt buat atasin jerawat buat kulit acne prone skin apalagi ini cocok banget,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meratakan warna kulit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
menghaluskan dan melembabkan kulit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memperbaiki tekstur kulit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mencegah jerawat dan mengurangi jerawat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
menenangkan kulit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dannnn masih banyak lagiii sihhh as always dewidewibeauty make my happy skin btw kalian bisa beli di shopee tokopedia nya juga kalau penasaran,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dewidewibeauty,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
happyskin makeuyourskinhappy cantiknyawanitaindo dewidewibeauty,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kalo soal makanan manusia terbagi 2 yaitu tim yang cari enak dan sehat tim kunyah tanpa henti biasanya sih yang enak ya hehehe,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tapi seiring bertambahnya usia ditambah kegiatan bisnis serta kebutuhan anakku yang semakin tinggi tuntutan kesehatanpun menjadi semakin tinggi juga,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
makanya aku selalu cari mana nih yang enak tapi juga sehat untuk diri sendiri dan keluarga,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salah satunya dengan madu dan susu almond,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udah tahu belum kalo susu almond dan madu itu memiliki kandungan vitamin kaya akan antioksidan dan kandungan lainnya yang bagus untk kesehatan bisa menjaga energi dan konsentrasi meningkatkan imunitas baik untuk pencernaan dan bisa mencegah penuaan loh,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kebetulan aku ketemu sama salahsatu brand madu dan susu almond nih yaitu petite indonesia dari petiteindonesia yang melakukan pengolahan sendiri jadi dipastikan keasliannya susu almond ini juga bisa jadi alternatif bagi penderita alergi susu sapi dan intoleransi laktosa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buat yang lagi cari susu almond asli dan madu berkualitas bisa juga nih langsung ke petite kitchen ya,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
madu maduasli madumurni honey madusehat madualami jualmadu maduherbal maduanak madumurah jualmaduasli almon healthyfood almondmilk homemade kacangalmond healthy healthylifestyle yummy susualmond nuts sweet almonds delicious,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rekomendasi tempat ngebakso untuk keluarga,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sudah menjelang liburan waktunya family time makan bakso bisa jadi salah satu family time yang hemat dan kenyang apalagi kalau ngebaksonya di bakso agung,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tempatnya nyaman rasa baksonya enak tenan,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
langsung aja datang ke cabang baksobabatagung terdekat,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tersedia di gofood grabfood shopeefood dan kemasan vakum,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yang pengen kulit lebih cerah bersih dan lembab sini yukk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aku pake rangkaian herborist zaitun untuk memenuhi asupan kulit aku yg kering habis pake ini kulit aku kerasa jauh lebih bersih cerah dan jauh lebih lembab,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
herborist kecantikandarialam zaitunseries minyakzaitun lulur bodyscrub fyp foryoupage,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mari menyelam bersama kami dijamin bisa sampai ke palung mariana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
style instagram instagood kemeja ootd love santri travel turtleneck dubai travelphotography photography photooftheday lfl white gold model fyp instalike instagoods malefashion handsome malemodel dubai smile lfl beach pantaiolele pantai gorontalo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
nah caraku untuk memutihkan baju putih jadi lebih putih tetap kece bersih tanpa noda aku pakai vanish white,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
mau kena noda kotor apapun tapi bisa gak khawatir ya karena ada vanish white,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
yuk beli vanish di alfamart terdekat special promo jadi 21 900 sampe bulan agustus aja tenang pakai vanish_id beneran putih pakai vanish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
labute vit mask dan carrot vita toner pad dari dearmebeauty emang andalan tetap cantik buat tim begadang,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7harihempashabisjerawat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hi guys baru2 ini mireyacosmetics official baru aja launching produk terbarunya mereka loh aku keracunan akhirnya aku beli dan aku mau tunjukin ke kalian,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mireya perfecting cushion uv a uv b protection,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mireya blush on heart to heart long wear powder blush,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mireya beautiful everyday blush on brush,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mireyasquad mireya mireyacosmetic cushionmireya blushonmireya makeuplokal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
banyak banget manfaat dari realfood stay fit fitwithrealfoodid bisa menyeimbangkan daya imun tubuh dan menghambat infeksi virus mengandung asam amino tirosin yang dapat mempercepat proses penyembuhan penyakit mengandung asam amino lisin yang membantu meningkatkan penyerapan kalsium serta kesehatan tulang dan gigi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
banyak juga manfaat dari realfood jelly realfoodjellyid cemilan skincare yang bisa bikin kulit cerah salah satu solusi banget ketika lagi sibuk dan ga sempet buat skincare an kandungan formasi sarang burung walet kolagen retinol buah alderberry dan buah pomegranate nya siap bikin kulit kamu tetep flawless,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
keseruan event kemarin with wardah beauty moves you,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sebagai mahasiswa im so gratefull karna bisa ikut serta dalam event wardah kemarin banyak bertemu orang orang baru dann juga menambah pengetahuan plus wawasan baru terkait banyak hal terutama dibidang kosmetik karna bisa ikut mencoba produk produk wardah yang belum pernah aku cobain fashion juga dari ajang kegiatan show dan turut serta meramaikan acara menjadi model dalam perlombaan fashion designer dan alhamdulillah mendapatkan juara 1 dan pastinya menambah ilmu mengenai bisnis dari talkshow yang diadakan bersama beberapa narasumber desainer hebat dari makassar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thankyouu for event kerennya kemarin wardahbeauty londonfashionweek22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aayyuu_u wardahbeauty nooncafe wardahyouthambassador cafemakassar eventwardah beautymakeup fashionaddicted fashionstyle upcycle wardahskincare pipomallmakassar makassarevent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arsitekturunisayogya,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
jadi kemarin aku baru aja treatment di beningsclinic_jakartautara,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aku seneng banget bisa treatment disini karna selain pelayanannya yg ramah tempatnya juga cozy banget dan juga semua produk yg ada disini tuh super lengkap banget,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
selain itu setelah treatment disini hasilnya bener2 bagus banget dan bikin kulit wajah aku lebih cerah sehat bersih dan juga lembut,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so tunggu apalagi buruan treatment di beningsindonesia sekarang juga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
siapa bilang cewek aja yg perlu skincare an cowok juga perlu dan ini bisa jadi senjata untuk menjaga agar wajah bersih cerah dan terbebas dari masalah kulit msmen_official bisa jadi andalan buat para cowok agar dapat menjaga dan merawat biar terus percaya diri dan tampil maksimal disetiap aktivitas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msmen_official,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msglowformen msglow msglowbandung msglowindonesia msglowbeauty,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
outer by aw_collection50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sejak pandemi en betah dirumah aja aku jadi suka hunting dekorasi rumah,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nah kemarin aku beli bunga cantik ini karena potnya unik di bazaar sipversary yang ada di blibli menyambut ulang tahun sahabatibupintar yang ke 2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
untungnya aku selalu sedia biskuitkokola cemilan halal varian rasa kokola tuh banyakk nah aku lg makan yang sugar milky crackies mamah pasti tau malkies biskuit sugar milky crackies yang maniss banget buat ngembaliin mood kita yang lagi badmood,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buat kalian yang mau beli biskuitkokola bisa kalian beli di tokopedia shopee dll,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
biskuitkokola,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
biskuit,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
biskuitindonesia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lovetohateme blackpink amongusmakeup halloweenmakeup impostor makeup makeuptutorial makeupart tiktok transisimakeup makeupindonesia beautyinfluencers makeupremaja facepainting facepaint blink creepymakeup makeupideas foryou fyp indobeautysquad beautybloggers beautybloggerindonesia makeuptransition harrypottermakeup makeuptutorial koreanlook makeupkorea indobeautygram facepainting indonesia facepainting_id crazy makeups indobeautysquad tutorialmakeupkece beautyinfluence id tutorialmakeup_id tutorialmakeup idn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dapet cemilan risol dari dapur128_ uwuu enaa syekali,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i m super excited to finally share my first experience using base indonesia s first personalized skincare that is vegan and 100 formulated for you itsmybase,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jadi base itu skincare yg super personalized bgt makanya kenapa aku bnr2 jatuh cinta sama brand dan produk2 mereka they understands the importance of looking at your skin on an individual level as you guys know kulit aku kulit km kulit semua org itu berbeda makanya base membuat produk yang bisa menjawab persoalan kita masing2 individu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aku udh coba produk personalized cleanser dan moisturizer aku tbh i love them both you definitely must try their products because i know you ll love them as much as i do,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
go visit their website www base co id and take base skin test to get your personalized formula now,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
itsmybase personalizedskincare basexsocomy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hai hari ini aku mau memperkenalkan septiair dan septiwipes ini berguna untuk membunuh bakteri dan kuman di dalam dan di luar rumah septiair dan septiwipes ini recommended banget karena 𝐩𝐫𝐨𝐝𝐮𝐤 𝐢𝐧𝐢 𝐦𝐞𝐦𝐢𝐥𝐢𝐤𝐢 𝐤𝐨𝐦𝐩𝐨𝐬𝐢𝐬𝐢 𝐲𝐚𝐧𝐠 𝐬𝐞𝐬𝐮𝐚𝐢 𝐫𝐞𝐤𝐨𝐦𝐞𝐧𝐝𝐚𝐬𝐢 𝐖𝐇𝐎 𝐲𝐚𝐧𝐠 𝐚𝐦𝐩𝐮𝐡 𝐦𝐞𝐦𝐛𝐮𝐧𝐮𝐡 𝐤𝐮𝐦𝐚𝐧 𝐝𝐚𝐧 𝐛𝐚𝐤𝐭𝐞𝐫𝐢 𝐝𝐚𝐧 𝐣𝐮𝐠𝐚 𝐚𝐝𝐚 𝐒𝐞𝐫𝐭𝐢𝐟𝐢𝐤𝐚𝐭 𝐝𝐚𝐧 𝐝𝐨𝐤𝐮𝐦𝐞𝐧 𝐩𝐞𝐦𝐛𝐮𝐤𝐭𝐢𝐚𝐧 𝐤𝐥𝐢𝐧𝐢𝐬𝐧𝐲𝐚 𝐩𝐮𝐧 𝐣𝐞𝐥𝐚𝐬 𝐒𝐞𝐭𝐞𝐥𝐚𝐡 𝐛𝐚𝐜𝐚 𝐛𝐚𝐜𝐚 𝐤𝐞𝐦𝐚𝐬𝐚𝐧𝐧𝐲𝐚 𝐭𝐞𝐫𝐧𝐲𝐚𝐭𝐚 𝐒𝐞𝐩𝐭𝐢𝐚𝐢𝐫 𝐢𝐧𝐢 𝐭𝐞𝐫𝐛𝐮𝐤𝐭𝐢 𝟑𝟎 𝐝𝐞𝐭𝐢𝐤 𝐛𝐮𝐧𝐮𝐡 𝐤𝐮𝐦𝐚𝐧 𝐃𝐚𝐧 𝐒𝐞𝐩𝐭𝐢𝐰𝐢𝐩𝐞𝐬 𝐦𝐞𝐦𝐢𝐥𝐢𝐤𝐢 𝐤𝐨𝐦𝐩𝐨𝐬𝐢𝐬𝐢 𝐝𝐨𝐮𝐛𝐥𝐞 𝐚𝐧𝐭𝐢𝐬𝐞𝐩𝐭𝐢𝐤 𝐬𝐞𝐡𝐢𝐧𝐠𝐠𝐚 𝐞𝐟𝐞𝐤𝐧𝐲𝐚 𝟐𝐱 𝐥𝐢𝐩𝐚𝐭 𝐥𝐞𝐛𝐢𝐡 𝐦𝐞𝐥𝐢𝐧𝐝𝐮𝐧𝐠𝐢 𝐝𝐚𝐧 𝐥𝐞𝐛𝐢𝐡 𝐜𝐞𝐩𝐚𝐭 𝐛𝐮𝐧𝐮𝐡 𝐤𝐮𝐦𝐚𝐧 𝐝𝐚𝐧 𝐛𝐚𝐤𝐭𝐞𝐫𝐢 𝐒𝐮𝐝𝐚𝐡 𝐩𝐚𝐬𝐭𝐢 𝐩𝐫𝐨𝐝𝐮𝐤 𝐢𝐧𝐢 𝐚𝐦𝐚𝐧 𝐝𝐚𝐧 𝐞𝐟𝐞𝐤𝐭𝐢𝐟 𝐤𝐚𝐫𝐞𝐧𝐚 𝐬𝐮𝐝𝐚𝐡 𝐛𝐞𝐫𝐢𝐣𝐢𝐧 𝐊𝐄𝐌𝐄𝐍𝐊𝐄𝐒 𝐑𝐈 𝐍𝐚𝐡 𝐚𝐝𝐚 𝐛𝐚𝐢𝐤𝐧𝐲𝐚 𝐬𝐚𝐚𝐭 𝐦𝐞𝐦𝐛𝐞𝐥𝐢 𝐛𝐚𝐜𝐚 𝐝𝐞𝐧𝐠𝐚𝐧 𝐛𝐚𝐢𝐤 𝐤𝐨𝐦𝐩𝐨𝐬𝐢𝐬𝐢 𝐲𝐚 𝐏𝐢𝐥𝐢𝐡 𝐲𝐚𝐧𝐠 𝐛𝐞𝐧𝐚𝐫𝟐 𝐞𝐟𝐞𝐤𝐭𝐢𝐟 𝐛𝐮𝐧𝐮𝐡 𝐤𝐮𝐦𝐚𝐧 𝐝𝐚𝐧 𝐛𝐚𝐤𝐭𝐞𝐫𝐢 𝐤𝐚𝐫𝐞𝐧𝐚 𝐭𝐞𝐫𝐧𝐲𝐚𝐭𝐚 𝐛𝐚𝐧𝐲𝐚𝐤 𝐩𝐫𝐨𝐝𝐮𝐤 𝐲𝐚𝐧𝐠 𝐛𝐞𝐫𝐞𝐝𝐚𝐫 𝐝𝐚𝐧 𝐤𝐮𝐫𝐚𝐧𝐠 𝐞𝐟𝐞𝐤𝐭𝐢𝐟 𝐥𝐡𝐨 𝐔𝐧𝐭𝐮𝐤 𝐤𝐞𝐥𝐮𝐚𝐫𝐠𝐚 𝐝𝐚𝐧 𝐝𝐢𝐫𝐢 𝐬𝐞𝐧𝐝𝐢𝐫𝐢 𝐡𝐚𝐫𝐮𝐬 𝐩𝐢𝐥𝐢𝐡 𝐲𝐚𝐧𝐠 𝐬𝐞𝐫𝐢𝐮𝐬 𝐉𝐚𝐝𝐢 𝐬𝐞𝐤𝐚𝐫𝐚𝐧𝐠 𝐬𝐮𝐝𝐚𝐡 𝐠𝐚 𝐩𝐞𝐫𝐥𝐮 𝐰𝐚𝐬 𝐰𝐚𝐬 𝐥𝐚𝐠𝐢 𝐣𝐢𝐤𝐚 𝐢𝐧𝐠𝐢𝐧 𝐛𝐞𝐩𝐞𝐫𝐠𝐢𝐚𝐧 𝐝𝐚𝐧 𝐭𝐞𝐧𝐭𝐮 𝐬𝐚𝐣𝐚 𝐭𝐞𝐭𝐚𝐩 𝐢𝐤𝐮𝐭𝐢 𝐩𝐫𝐨𝐭𝐨𝐤𝐨𝐥 𝐤𝐞𝐬𝐞𝐡𝐚𝐭𝐚𝐧 𝐲𝐚 𝐁𝐮𝐚𝐭 𝐲𝐚𝐧𝐠 𝐩𝐢𝐧𝐠𝐢𝐧 𝐜𝐨𝐛𝐚 𝐩𝐫𝐨𝐝𝐮𝐤 𝐢𝐧𝐢 𝐝𝐚𝐧 𝐦𝐚𝐮 𝐛𝐞𝐥𝐢 𝐜𝐮𝐳𝐳 𝐤𝐞 𝐓𝐨𝐤𝐨𝐩𝐞𝐝𝐢𝐚 𝐛𝐞𝐥𝐢 𝐝𝐢 𝐊𝐢𝐨𝐬 𝐒𝐞𝐡𝐚𝐭 𝐒𝐞𝐥𝐚𝐥𝐮 𝐝𝐚𝐧 𝐠𝐮𝐧𝐚𝐤𝐚𝐧 𝐤𝐨𝐝𝐞 𝐯𝐨𝐮𝐜𝐡𝐞𝐫 𝐚𝐤𝐮 𝐧𝐢𝐡 𝐊𝐈𝐎𝐒𝐓𝐂𝐒𝐄𝐏𝐓𝐈𝟎𝟏 𝐀𝐝𝐚 𝐝𝐢𝐬𝐤𝐨𝐧 𝟐𝟎 𝐝𝐚𝐧 𝐟𝐫𝐞𝐞 𝐨𝐧𝐠𝐤𝐢𝐫 𝐥𝐡𝐨,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
antivirus antikuman anticorona antibacterial septiairantivirus septiwipesantivirus newnormal higienis semprotanantivirus tisuantivirus septicareplus antiseptik antiseptic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
finally bisa cobain ayam luziana yang dipesen sama beyonce di acara kawinanyaa jujurly enak banget rasa ayamnya super juicy dan chicken sandwich nya juga ga kalah nendang yuk kalian cobain popeyes_indo sekarang biar ga nyesel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
popinindo lovethatchicken,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yang kulitnya kering dan kusam angkat tangan aku punya solusinya,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yaitu serum dari nufaceid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
readytonuglow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nufacecosmetic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yournukoreabeauty,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baru kali ini nemu produk moisturizer khusus yg kulitnya bermasalah dengan jerawat dong,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
produk acne moisturizer dari mirellebeauty,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mirelle acne moisturizer punya kandungan chamomile extract yang dapat membantu meningkatkan dan menjaga kelembaban kulit pada wajah serta kandungan centella asiatica yg pastinya udah tau lah yak membantu menyamarkan noda bekas jerawat teksturnya juga ini lembut banget serta mudah menyerap dan pastinya 100 aman karna produk acne moisturizer sudah bpom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buat kalian yang pengen nyobain juga kalian bisa banget langsung cek ignya mirellebeauty,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
this year is just a few memorable days,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
solo batik fashion 2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
solobatikfashion2020 sbf2020 solo surakarta indonesia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
akhir tahun ngecamp lagi gak yah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
guuuuyyysss ada promo joki joemat hoki nih di warunk_upnormal kalian bisa nikmatin indomie telur cuma 6 ribu,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
langsung aja otw ke warunk_upnormal sekaraaang,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dan buat kalian yang gabisa keluar rumah gausah khawatir karena kalian bisa order via gofood grabfood yaa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
foodies promo joemathoki warunkupnormal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new resto w japanese retro style cibeunying,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
